"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","PRCP","TAVG","TMAX","TMIN"
"VMM00048825","HA DONG, VM","20.967","105.767","7.9","2013-05-30","4.1","25.5","29.8",
"VMM00048825","HA DONG, VM","20.967","105.767","7.9","2013-05-31","1.8","29.2","33.4","24.3"
"VMM00048825","HA DONG, VM","20.967","105.767","7.9","2013-06-01","0.0","29.9",,"26.4"
"VMM00048825","HA DONG, VM","20.967","105.767","7.9","2013-06-02","0.0","28.3","33.7",
"VMM00048825","HA DONG, VM","20.967","105.767","7.9","2013-06-03","9.1","28.2","32.8","24.6"
"VMM00048825","HA DONG, VM","20.967","105.767","7.9","2013-06-04","0.0","29.1","34.0","26.1"
"VMM00048825","HA DONG, VM","20.967","105.767","7.9","2013-06-05","0.0","29.6","33.0","26.7"
"VMM00048825","HA DONG, VM","20.967","105.767","7.9","2013-06-06","0.0","30.0","34.0",
"VMM00048825","HA DONG, VM","20.967","105.767","7.9","2013-06-07","7.4","29.8","34.5","25.6"
"VMM00048825","HA DONG, VM","20.967","105.767","7.9","2013-06-08","22.6","32.2","36.8","25.0"
"VMM00048825","HA DONG, VM","20.967","105.767","7.9","2013-06-09","0.0","31.8","38.1",
"VMM00048825","HA DONG, VM","20.967","105.767","7.9","2013-06-10","43.9","25.3","26.5","24.7"
"VMM00048825","HA DONG, VM","20.967","105.767","7.9","2013-06-11","0.0","26.9","29.6","23.6"
"VMM00048825","HA DONG, VM","20.967","105.767","7.9","2013-06-12","0.0","27.8","33.4",
"VMM00048825","HA DONG, VM","20.967","105.767","7.9","2013-06-13","0.0","28.0","33.3","22.4"
"VMM00048825","HA DONG, VM","20.967","105.767","7.9","2013-06-14","0.0","28.3","33.0","22.6"
"VMM00048825","HA DONG, VM","20.967","105.767","7.9","2013-06-15","0.0","30.1","35.4","24.5"
"VMM00048825","HA DONG, VM","20.967","105.767","7.9","2013-06-16","0.0","29.6","32.3","27.2"
"VMM00048825","HA DONG, VM","20.967","105.767","7.9","2013-06-17","5.6","29.6","33.4","26.6"
"VMM00048825","HA DONG, VM","20.967","105.767","7.9","2013-06-18","0.0","30.3","34.0","27.3"
"VMM00048825","HA DONG, VM","20.967","105.767","7.9","2013-06-19","0.0","31.3","36.0","27.9"
"VMM00048825","HA DONG, VM","20.967","105.767","7.9","2013-06-20","0.0","30.7","35.2",
"VMM00048825","HA DONG, VM","20.967","105.767","7.9","2013-06-21","0.0","30.9","35.0","27.5"
"VMM00048825","HA DONG, VM","20.967","105.767","7.9","2013-06-22","0.5","30.4","35.5","27.4"
"VMM00048825","HA DONG, VM","20.967","105.767","7.9","2013-06-23","41.4","27.8","31.1",
"VMM00048825","HA DONG, VM","20.967","105.767","7.9","2013-06-24","73.4","26.3","28.3","25.0"
"VMM00048825","HA DONG, VM","20.967","105.767","7.9","2013-06-25","18.8","27.2","30.4","26.0"
"VMM00048825","HA DONG, VM","20.967","105.767","7.9","2013-06-26","0.0","30.1","34.5","26.0"
"VMM00048825","HA DONG, VM","20.967","105.767","7.9","2013-06-27","0.0","31.2","35.0","27.4"
"VMM00048825","HA DONG, VM","20.967","105.767","7.9","2013-06-28","0.0","31.1","36.3",
"VMM00048825","HA DONG, VM","20.967","105.767","7.9","2013-06-29","0.3","31.2","36.7",
"VMM00048825","HA DONG, VM","20.967","105.767","7.9","2013-06-30","14.5","30.6","36.7","26.0"
"VMM00048825","HA DONG, VM","20.967","105.767","7.9","2013-07-01","14.2","29.6","33.7","25.1"
"VMM00048825","HA DONG, VM","20.967","105.767","7.9","2013-07-02","0.0","28.6","34.7",
"VMM00048825","HA DONG, VM","20.967","105.767","7.9","2013-07-03","5.6","29.2","33.0","25.2"
"VMM00048825","HA DONG, VM","20.967","105.767","7.9","2013-07-04","0.0","30.0","34.0","26.6"
"VMM00048825","HA DONG, VM","20.967","105.767","7.9","2013-07-05","0.0","30.9","35.0","27.7"
"VMM00048825","HA DONG, VM","20.967","105.767","7.9","2013-07-06","0.0","31.0","35.0","27.7"
"VMM00048825","HA DONG, VM","20.967","105.767","7.9","2013-07-07","23.9","29.3","34.6",
"VMM00048825","HA DONG, VM","20.967","105.767","7.9","2013-07-08","0.0","30.0","34.0","25.5"
"VMM00048825","HA DONG, VM","20.967","105.767","7.9","2013-07-09","3.0","28.8","32.0","26.2"
"VMM00048825","HA DONG, VM","20.967","105.767","7.9","2013-07-10","0.8","29.4","32.8","27.0"
"VMM00048825","HA DONG, VM","20.967","105.767","7.9","2013-07-11","0.0","28.2","30.5","26.4"
"VMM00048825","HA DONG, VM","20.967","105.767","7.9","2013-07-12","0.0","29.1","33.7",
"VMM00048825","HA DONG, VM","20.967","105.767","7.9","2013-07-13","2.0","29.2","34.2","25.7"
"VMM00048825","HA DONG, VM","20.967","105.767","7.9","2013-07-14","0.3","29.7","33.7","26.6"
"VMM00048825","HA DONG, VM","20.967","105.767","7.9","2013-07-15","0.0","28.7","31.4",
"VMM00048825","HA DONG, VM","20.967","105.767","7.9","2013-07-16","1.0","27.2",,
"VMM00048825","HA DONG, VM","20.967","105.767","7.9","2013-07-17","50.0","27.5","30.5","23.4"
"VMM00048825","HA DONG, VM","20.967","105.767","7.9","2013-07-18","8.6","27.7","31.0","24.9"
"VMM00048825","HA DONG, VM","20.967","105.767","7.9","2013-07-19","35.3","28.6","32.0","25.1"
"VMM00048825","HA DONG, VM","20.967","105.767","7.9","2013-07-20","2.0","28.2","33.2","26.2"
"VMM00048825","HA DONG, VM","20.967","105.767","7.9","2013-07-21","0.8","28.7","31.8","26.3"
"VMM00048825","HA DONG, VM","20.967","105.767","7.9","2013-07-22","2.0","27.7","30.5",
"VMM00048825","HA DONG, VM","20.967","105.767","7.9","2013-07-23","31.5","25.9","28.0","25.2"
"VMM00048825","HA DONG, VM","20.967","105.767","7.9","2013-07-24","0.3","28.3","32.9","25.0"
"VMM00048825","HA DONG, VM","20.967","105.767","7.9","2013-07-25","0.0","29.5","33.5","25.2"
"VMM00048825","HA DONG, VM","20.967","105.767","7.9","2013-07-26","0.0","28.2","33.0",
"VMM00048825","HA DONG, VM","20.967","105.767","7.9","2013-07-27","30.7","25.8","27.2","24.2"
"VMM00048825","HA DONG, VM","20.967","105.767","7.9","2013-07-28","30.0","26.1","27.4","25.3"
"VMM00048825","HA DONG, VM","20.967","105.767","7.9","2013-07-29","51.1","26.7","29.3","25.0"
"VMM00048825","HA DONG, VM","20.967","105.767","7.9","2013-07-30","0.3","27.2","30.6","25.3"
"VMM00048825","HA DONG, VM","20.967","105.767","7.9","2013-07-31","0.8","29.0","33.7","25.1"
"VMM00048825","HA DONG, VM","20.967","105.767","7.9","2013-08-01","0.0","30.2","34.7",
"VMM00048825","HA DONG, VM","20.967","105.767","7.9","2013-08-02","5.6","30.6","34.7","25.8"
"VMM00048825","HA DONG, VM","20.967","105.767","7.9","2013-08-03","114.8","26.2","28.1",
"VMM00048825","HA DONG, VM","20.967","105.767","7.9","2013-08-04","0.0","29.5","33.3","25.2"
"VMM00048825","HA DONG, VM","20.967","105.767","7.9","2013-08-05","0.0","29.6","33.2","26.6"
"VMM00048825","HA DONG, VM","20.967","105.767","7.9","2013-08-06","0.0","29.6","33.6",
"VMM00048825","HA DONG, VM","20.967","105.767","7.9","2013-08-07","21.6","27.6","33.4",
"VMM00048825","HA DONG, VM","20.967","105.767","7.9","2013-08-08","176.3","24.3","25.5",
"VMM00048825","HA DONG, VM","20.967","105.767","7.9","2013-08-09","59.4","26.5","28.6","24.0"
"VMM00048825","HA DONG, VM","20.967","105.767","7.9","2013-08-10","0.3","27.4","30.8","25.4"
"VMM00048825","HA DONG, VM","20.967","105.767","7.9","2013-08-11","0.0","29.3","33.6","25.3"
"VMM00048825","HA DONG, VM","20.967","105.767","7.9","2013-08-12","0.0","29.6","34.0","26.4"
"VMM00048825","HA DONG, VM","20.967","105.767","7.9","2013-08-13","0.0","30.5","35.1","26.4"
"VMM00048825","HA DONG, VM","20.967","105.767","7.9","2013-08-14","0.0","30.9","36.5","27.2"
"VMM00048825","HA DONG, VM","20.967","105.767","7.9","2013-08-15","0.0","30.7","34.5","27.4"
"VMM00048825","HA DONG, VM","20.967","105.767","7.9","2013-08-16","0.0","31.8","36.1",
"VMM00048825","HA DONG, VM","20.967","105.767","7.9","2013-08-17","0.0","30.3","35.7",
"VMM00048825","HA DONG, VM","20.967","105.767","7.9","2013-08-18","8.6","29.3","34.5","24.0"
"VMM00048825","HA DONG, VM","20.967","105.767","7.9","2013-08-19","0.3","28.2","33.2",
"VMM00048825","HA DONG, VM","20.967","105.767","7.9","2013-08-20","42.7","26.1","27.2","24.8"
"VMM00048825","HA DONG, VM","20.967","105.767","7.9","2013-08-21","0.0","27.4","31.0",
"VMM00048825","HA DONG, VM","20.967","105.767","7.9","2013-08-22","12.4","29.2","34.0","24.2"
"VMM00048825","HA DONG, VM","20.967","105.767","7.9","2013-08-23","0.0","30.7","35.2","26.5"
"VMM00048825","HA DONG, VM","20.967","105.767","7.9","2013-08-24","4.1","26.5","27.2","25.9"
"VMM00048825","HA DONG, VM","20.967","105.767","7.9","2013-08-25","4.8","27.7","31.8","25.5"
"VMM00048825","HA DONG, VM","20.967","105.767","7.9","2013-08-26","18.0","27.8","31.5","25.7"
"VMM00048825","HA DONG, VM","20.967","105.767","7.9","2013-08-27","0.0","29.8","34.4","26.0"
"VMM00048825","HA DONG, VM","20.967","105.767","7.9","2013-08-28","0.0","30.5","34.7","26.7"
"VMM00048825","HA DONG, VM","20.967","105.767","7.9","2013-08-29","0.0","30.1","36.0",
"VMM00048825","HA DONG, VM","20.967","105.767","7.9","2013-08-30","0.0","29.1","33.5","26.5"
"VMM00048825","HA DONG, VM","20.967","105.767","7.9","2013-08-31","8.1","28.2","33.0",
"VMM00048825","HA DONG, VM","20.967","105.767","7.9","2013-09-01","37.3","26.0","27.0",
"VMM00048825","HA DONG, VM","20.967","105.767","7.9","2013-09-02","1.5","27.5","29.4","25.6"
"VMM00048825","HA DONG, VM","20.967","105.767","7.9","2013-09-03","0.3","28.4","31.5",
"VMM00048825","HA DONG, VM","20.967","105.767","7.9","2013-09-04","0.0","25.4",,"23.8"
